"registrationid","buildingid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","block","lot","bin","communityboard","lastregistrationdate","registrationenddate"
"212180","65451","2","BRONX","1520","1520","1520","EAST 172 STREET","26820","10472","3773","38","2025186","9","2019-11-22T00:00:00.000","2020-11-01T00:00:00.000"
"212602","65948","2","BRONX","1182","1182","1182","EAST 178 STREET","27000","10460","3908","19","2028382","6","2005-10-12T00:00:00.000","2006-10-01T00:00:00.000"
"711997","71076","2","BRONX","875","875","875","EAST 228 STREET","28470","10466","4853","9","2064004","12","2016-09-27T00:00:00.000","2017-09-01T00:00:00.000"
"217391","71810","2","BRONX","854","854","854","EAST 232 STREET","28590","10466","4856","80","2064211","12","2019-08-24T00:00:00.000","2020-11-01T00:00:00.000"
"711581","73150","2","BRONX","516","514","518","EAST 240 STREET","28830","10470","3398","61","2019826","12","2020-12-15T00:00:00.000","2021-09-01T00:00:00.000"
"714466","73490","2","BRONX","52","52","52","EAST KINGSBRIDGE ROAD","29020","10468","3177","27","2013940","7","2025-06-25T00:00:00.000","2026-09-01T00:00:00.000"
"219367","74632","2","BRONX","2435","2435","2435","EASTCHESTER ROAD","29820","10469","4477","46","2052904","11","2025-10-03T00:00:00.000","2026-09-01T00:00:00.000"
"219379","76432","2","BRONX","560","560","560","ELLSWORTH AVENUE","30750","10465","5488","50","2078448","10","2025-08-15T00:00:00.000","2026-09-01T00:00:00.000"
"219479","79855","2","BRONX","4422","4422","4422","FURMAN AVENUE","34320","10466","5071","6","2070747","12","2025-09-29T00:00:00.000","2026-09-01T00:00:00.000"
"215706","82005","2","BRONX","1046","1046","1046","GRANT AVENUE","36620","10456","2448","3","2002531","4","2025-06-06T00:00:00.000","2026-09-01T00:00:00.000"
"214461","85485","2","BRONX","1206","1206","1206","HOE AVENUE","40120","10459","2986","5","2010628","3","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"216889","87225","2","BRONX","2025","2025","2025","HUGHES AVENUE","41320","10457","3069","97","2012021","6","2019-11-18T00:00:00.000","2020-11-01T00:00:00.000"
"207532","91598","2","BRONX","1472","1472","1472","LELAND AVENUE","45820","10460","3902","32","2028314","9","2025-07-17T00:00:00.000","2026-09-01T00:00:00.000"
"214180","92426","2","BRONX","1445","1445","1445","LONGFELLOW AVENUE","46620","10459","2999","30","2010829","3","2022-06-28T00:00:00.000","2023-09-01T00:00:00.000"
"213289","98090","2","BRONX","202","202","202","MT HOPE PLACE","52720","10457","2802","9","2007551","5","2025-08-27T00:00:00.000","2026-09-01T00:00:00.000"
"222736","101111","2","BRONX","3606","3606","3606","PALMER AVENUE","56770","10466","4921","156","2090700","12","2011-03-16T00:00:00.000","2011-10-01T00:00:00.000"
"218843","102145","2","BRONX","3983","3983","3983","PAULDING AVENUE","57320","10466","4861","7","2064419","12","2025-09-26T00:00:00.000","2026-09-01T00:00:00.000"
"212731","107074","2","BRONX","3150","3130","3150","ROCHAMBEAU AVENUE","61720","10467","3335","60","2017998","7","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"200315","107127","2","BRONX","3540","3540","3540","ROCHAMBEAU AVENUE","61720","10467","3328","82","2017805","7","2025-09-26T00:00:00.000","2026-09-01T00:00:00.000"
"219581","110141","2","BRONX","2445","2445","2445","SOUTHERN BOULEVARD","65320","10458","3115","43","2013073","6","2024-06-11T00:00:00.000","2025-09-01T00:00:00.000"
"222235","110242","2","BRONX","887","883","895","SOUTHERN BOULEVARD","65320","10459","2722","40","2005752","2","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"713585","114230","2","BRONX","2945","2945","2945","THROOP AVENUE","68140","10469","4562","45","2055273","11","2019-06-14T00:00:00.000","2020-11-01T00:00:00.000"
"225131","114360","2","BRONX","3644","3644","3644","TIBBETT AVENUE","68320","10463","5767","795","2083882","8","2014-08-26T00:00:00.000","2015-09-01T00:00:00.000"
"221016","114407","2","BRONX","2117","2117","2117","TIEBOUT AVENUE","68420","10457","3144","29","2013361","5","2025-08-30T00:00:00.000","2026-09-01T00:00:00.000"
"221694","116111","2","BRONX","1655","1655","1655","UNDERCLIFF AVENUE","70220","10453","2880","115","2009182","5","2025-09-26T00:00:00.000","2026-09-01T00:00:00.000"
"201518","116783","2","BRONX","1360","1360","1360","UNIVERSITY AVENUE","70620","10452","2534","1","2003554","4","2025-02-05T00:00:00.000","2025-09-01T00:00:00.000"
"220025","117790","2","BRONX","3098","3098","3098","VILLA AVENUE","71820","10468","3310","25","2017308","7","2024-10-28T00:00:00.000","2025-09-01T00:00:00.000"
"710638","118701","2","BRONX","1713","1713","1713","WALLACE AVENUE","72620","10462","4035","19","2043115","11","2016-09-14T00:00:00.000","2017-09-01T00:00:00.000"
"229194","120391","2","BRONX","2764","2764","2764","WEBB AVENUE","73620","10468","3249","126","2015347","8","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"202291","121533","2","BRONX","275","275","275","WEST 238 STREET","75120","10463","5773","290","2084002","8","2025-05-16T00:00:00.000","2026-09-01T00:00:00.000"
"226377","122838","2","BRONX","902","902","902","WHEELER AVENUE","77050","10473","3651","7501","2099653","9","2025-08-29T00:00:00.000","2026-09-01T00:00:00.000"
"710442","123275","2","BRONX","347","347","347","WHITE PLAINS ROAD","77150","10473","3474","40","2020501","9","2014-02-03T00:00:00.000","2014-09-01T00:00:00.000"
"202203","124995","2","BRONX","128","128","128","WILLIS AVENUE","78150","10454","2278","4","2000141","1","2023-04-11T00:00:00.000","2023-09-01T00:00:00.000"
"223953","125478","2","BRONX","1440","1440","1440","WOOD ROAD","78490","10462","3937","7501","2096619","9","2025-08-27T00:00:00.000","2026-09-01T00:00:00.000"
"220147","126352","2","BRONX","1706","1706","1706","ZEREGA AVENUE","79050","10462","3995","4","2042151","10","2020-11-29T00:00:00.000","2021-09-01T00:00:00.000"
"343310","129384","3","BROOKLYN","6122","6122","6122","4 AVENUE","5430","11220","5790","45","3143698","7","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"323324","130001","3","BROOKLYN","359","359","359","4 STREET","5530","11215","982","57","3021109","6","2019-12-19T00:00:00.000","2020-11-01T00:00:00.000"
"821542","132106","3","BROOKLYN","469","469","469","6 AVENUE","5680","11215","1018","3","3022668","6",,"2025-09-01T00:00:00.000"
"337249","132332","3","BROOKLYN","5617","5617","5617","6 AVENUE","5680","11220","841","3","3015434","7","2025-07-31T00:00:00.000","2026-09-01T00:00:00.000"
"313481","132336","3","BROOKLYN","5623","5621","5623","6 AVENUE","5680","11220","841","1","3015432","7","2025-08-15T00:00:00.000","2026-09-01T00:00:00.000"
"350666","132754","3","BROOKLYN","275","275","275","6 STREET","5730","11215","987","71","3021380","6","2025-07-07T00:00:00.000","2026-09-01T00:00:00.000"
"375195","133161","3","BROOKLYN","420","406","424","12 STREET","5780","11215","1098","1","3026380","6","2025-07-23T00:00:00.000","2026-09-01T00:00:00.000"
"338608","134030","3","BROOKLYN","111","111","111","8 AVENUE","5880","11215","1068","4","3024794","6","2025-08-07T00:00:00.000","2026-09-01T00:00:00.000"
"337449","137232","3","BROOKLYN","586","586","586","11 STREET","6230","11215","1097","16","3026320","6","2025-05-28T00:00:00.000","2026-09-01T00:00:00.000"
"337296","138957","3","BROOKLYN","3409","3409","3409","14 AVENUE","6480","11218","5351","1","3125119","12","2025-10-11T00:00:00.000","2026-09-01T00:00:00.000"
"339532","142831","3","BROOKLYN","4301","4301","4301","18 AVENUE","6880","11218","5415","25","3127650","14","2025-09-04T00:00:00.000","2026-09-01T00:00:00.000"
"373200","145419","3","BROOKLYN","8633","8633","8635","21 AVENUE","7230","11214","6378","19","3166996","11","2025-10-14T00:00:00.000","2026-09-01T00:00:00.000"
"330744","145754","3","BROOKLYN","277","277","277","22 STREET","7380","11215","897","51","3017537","7","2025-09-23T00:00:00.000","2026-09-01T00:00:00.000"
"336402","145929","3","BROOKLYN","8636","8636","8636","23 AVENUE","7430","11214","6383","59","3167184","11","2025-08-11T00:00:00.000","2026-09-01T00:00:00.000"
"367852","353184","3","BROOKLYN","604","604","604","PENNSYLVANIA AVENUE","70330","11207","3839","39","3085541","5","2025-12-09T00:00:00.000","2026-09-01T00:00:00.000"
"358277","146197","3","BROOKLYN","8650","8650","8650","24 AVENUE","7530","11214","6863","64","3185513","11","2025-07-31T00:00:00.000","2026-09-01T00:00:00.000"
"326723","147240","3","BROOKLYN","128","128","128","33 STREET","8230","11232","684","17","3010145","7","2025-10-08T00:00:00.000","2026-09-01T00:00:00.000"
"373990","147440","3","BROOKLYN","1415","1415","1415","36 STREET","8380","11218","5350","71","3125111","12","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"321113","149914","3","BROOKLYN","1129","1129","1129","43 STREET","8730","11219","5597","73","3135871","12","2025-08-26T00:00:00.000","2026-09-01T00:00:00.000"
"335170","150705","3","BROOKLYN","360","360","360","44 STREET","8780","11220","737","32","3011133","7","2019-08-30T00:00:00.000","2020-11-01T00:00:00.000"
"310829","160075","3","BROOKLYN","1656","1656","1658","58 STREET","9480","11204","5503","30","3131388","12","2021-12-14T00:00:00.000","2022-09-01T00:00:00.000"
"349570","161539","3","BROOKLYN","1146","1146","1146","60 STREET","9580","11219","5717","26","3141241","12","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"811131","162433","3","BROOKLYN","1728","1728","1728","61 STREET","9630","11204","5525","18","3132414","11","2001-11-09T00:00:00.000","2002-10-01T00:00:00.000"
"369478","162835","3","BROOKLYN","515","515","515","61 STREET","9630","11220","5783","75","3143522","7","2025-10-03T00:00:00.000","2026-09-01T00:00:00.000"
"366028","163116","3","BROOKLYN","1758","1758","1758","62 STREET","9680","11204","5532","29","3132755","11","2025-02-12T00:00:00.000","2025-09-01T00:00:00.000"
"328960","163427","3","BROOKLYN","249","249","249","62 STREET","9680","11220","5789","55","3143665","7","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"300443","164169","3","BROOKLYN","937","937","947","63 STREET","9730","11219","5729","30","3141435","10","2025-09-15T00:00:00.000","2026-09-01T00:00:00.000"
"354873","164553","3","BROOKLYN","1942","1942","1942","64 STREET","9780","11204","5548","19","3133584","11","2025-07-09T00:00:00.000","2026-09-01T00:00:00.000"
"359030","164843","3","BROOKLYN","1005","1005","1005","65 STREET","9830","11219","5744","86","3141987","10","2024-10-01T00:00:00.000","2025-09-01T00:00:00.000"
"320867","165653","3","BROOKLYN","1513","1513","1513","66 STREET","9880","11219","5551","70","3133747","11","2025-08-31T00:00:00.000","2026-09-01T00:00:00.000"
"360783","166714","3","BROOKLYN","1434","1432","1434","68 STREET","9980","11219","5776","17","3143274","11","2024-09-26T00:00:00.000","2025-09-01T00:00:00.000"
"338681","167027","3","BROOKLYN","274","274","274","68 STREET","9980","11220","5862","42","3145143","10","2025-08-25T00:00:00.000","2026-09-01T00:00:00.000"
"320663","168316","3","BROOKLYN","1738","1738","1738","71 STREET","10080","11204","6182","21","3157870","11","2024-12-12T00:00:00.000","2025-09-01T00:00:00.000"
"371987","169423","3","BROOKLYN","533","533","533","72 STREET","10180","11209","5893","74","3146702","10","2025-08-18T00:00:00.000","2026-09-01T00:00:00.000"
"301167","169982","3","BROOKLYN","1838","1838","1838","73 STREET","10230","11204","6205","21","3159098","11","2025-07-22T00:00:00.000","2026-09-01T00:00:00.000"
"366345","170867","3","BROOKLYN","2071","2071","2071","74 STREET","10280","11204","6207","49","3159221","11","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
"375707","171431","3","BROOKLYN","153","153","153","BAY RIDGE PARKWAY","10330","11209","5927","55","3148196","10","2025-08-19T00:00:00.000","2026-09-01T00:00:00.000"
"310156","171691","3","BROOKLYN","2120","2120","2120","BAY RIDGE PARKWAY","10330","11204","6230","13","3160428","11","2025-09-26T00:00:00.000","2026-09-01T00:00:00.000"
"324953","178275","3","BROOKLYN","2270","2268","2270","83 STREET","10730","11214","6331","36","3165286","11","2025-06-26T00:00:00.000","2026-09-01T00:00:00.000"
"329641","211279","3","BROOKLYN","210","210","210","BRADFORD STREET","20830","11207","3707","25","3083717","5","2025-12-05T00:00:00.000","2026-09-01T00:00:00.000"
"318740","182974","3","BROOKLYN","269","269","269","AINSLIE STREET","11930","11211","2771","35","3322957","1","2021-08-10T00:00:00.000","2022-09-01T00:00:00.000"
"327290","184303","3","BROOKLYN","540","540","540","AMBOY STREET","12430","11212","3621","44","3082717","16","2024-10-22T00:00:00.000","2025-09-01T00:00:00.000"
"381898","185969","3","BROOKLYN","2342","2338","2342","ATLANTIC AVENUE","13430","11233","1436","11","3038651","16","2025-09-10T00:00:00.000","2026-09-01T00:00:00.000"
"817463","192005","3","BROOKLYN","10001","10001","10001","AVENUE N","14280","11236","8284","10","3233852","18","2017-10-03T00:00:00.000","2018-09-01T00:00:00.000"
"820600","194892","3","BROOKLYN","2610","2610","2610","AVENUE T","14580","11229","7331","5","3198675","15","2020-10-03T00:00:00.000","2021-09-01T00:00:00.000"
"134279","40274","1","MANHATTAN","145","145","145","WEST 131 STREET","36390","10027","1916","113","1058123","10","2025-12-05T00:00:00.000","2026-09-01T00:00:00.000"
"354504","198923","3","BROOKLYN","598","598","598","BARBEY STREET","15480","11207","4060","36","3090028","5","2025-10-09T00:00:00.000","2026-09-01T00:00:00.000"
"331959","204407","3","BROOKLYN","1927","1927","1927","BAY RIDGE AVENUE","17380","11204","5578","67","3135061","11","2025-08-05T00:00:00.000","2026-09-01T00:00:00.000"
"336827","204410","3","BROOKLYN","1930","1930","1930","BAY RIDGE AVENUE","17380","11204","6162","19","3156798","11","2023-08-25T00:00:00.000","2024-09-30T00:00:00.000"
"312279","205479","3","BROOKLYN","1067","1067","1069","BEDFORD AVENUE","18630","11216","1797","1","3322164","3","2025-09-26T00:00:00.000","2026-09-01T00:00:00.000"
"305725","209751","3","BROOKLYN","1713","1713","1713","BEVERLY ROAD","19630","11226","5121","34","3117585","14","2025-10-14T00:00:00.000","2026-09-01T00:00:00.000"
"315857","212346","3","BROOKLYN","3058","3058","3058","BRIGHTON 3 STREET","21780","11235","8672","88","3244750","13","2025-07-24T00:00:00.000","2026-09-01T00:00:00.000"
"814094","213695","3","BROOKLYN","1134","1134","1134","BROADWAY","23230","11221","1604","30","3043311","3","2023-09-14T00:00:00.000","2024-09-30T00:00:00.000"
"425647","820000","4","QUEENS","85-31","85-31","85-31","118 STREET","21140","11415","9261","42","4525207","9","2025-12-12T00:00:00.000","2026-09-01T00:00:00.000"
"371648","216488","3","BROOKLYN","127","127","127","CALYER STREET","24330","11222","2572","42","3065078","1","2024-09-17T00:00:00.000","2025-09-01T00:00:00.000"
"322205","217743","3","BROOKLYN","1685","1685","1685","CARROLL STREET","24830","11213","1409","67","3037996","9","2025-09-24T00:00:00.000","2026-09-01T00:00:00.000"
"826014","221105","3","BROOKLYN","4421","4421","4421","CLARENDON ROAD","26430","11203","4944","15","3111187","17","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"383001","221641","3","BROOKLYN","447","447","447","CLASSON AVENUE","26730","11238","1973","3","3056520","3","2025-09-24T00:00:00.000","2026-09-01T00:00:00.000"
"385641","902810","3","BROOKLYN","120","120","120","BAY 28 STREET","16680","11214","6412","155","3418137","11","2025-12-30T00:00:00.000","2026-09-01T00:00:00.000"
"370758","221769","3","BROOKLYN","728","728","728","CLASSON AVENUE","26730","11238","1162","55","3028959","8","2022-01-28T00:00:00.000","2022-09-01T00:00:00.000"
"330339","222642","3","BROOKLYN","320","320","320","CLIFTON PLACE","27330","11216","1793","51","3050114","3","2025-10-03T00:00:00.000","2026-09-01T00:00:00.000"
"820956","222664","3","BROOKLYN","344","344","344","CLIFTON PLACE","27330","11216","1794","11","3050169","3","2025-07-24T00:00:00.000","2026-09-01T00:00:00.000"
"813119","224770","3","BROOKLYN","1952","1952","1952","CONEY ISLAND AVENUE","28830","11223","6642","11","3176297","15","2014-03-08T00:00:00.000","2014-09-01T00:00:00.000"
"813118","224772","3","BROOKLYN","1954","1954","1954","CONEY ISLAND AVENUE","28830","11223","6642","12","3176298","15","2014-03-08T00:00:00.000","2014-09-01T00:00:00.000"
"300922","224920","3","BROOKLYN","2361","2361","2361","CONEY ISLAND AVENUE","28830","11223","7315","53","3197899","15","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"372143","226385","3","BROOKLYN","8","8","8","CORSO COURT","29590","11223","7146","109","3193442","15","2025-06-10T00:00:00.000","2026-09-01T00:00:00.000"
"331310","226677","3","BROOKLYN","165","165","165","COURT STREET","29830","11201","279","16","3002825","2","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"359397","230074","3","BROOKLYN","155","155","155","DE KALB AVENUE","31530","11217","2100","39","3058890","2","2025-10-10T00:00:00.000","2026-09-01T00:00:00.000"
"817236","230440","3","BROOKLYN","870","870","870","DE KALB AVENUE","31530","11221","1782","23","3049693","3","2025-08-26T00:00:00.000","2026-09-01T00:00:00.000"
"308607","230630","3","BROOKLYN","1075","1075","1075","DEAN STREET","31830","11216","1205","58","3029975","8","2023-08-21T00:00:00.000","2024-09-30T00:00:00.000"
"853197","230979","3","BROOKLYN","1681","1681","1681","DEAN STREET","31830","11213","1342","74","3035695","8","2025-07-18T00:00:00.000","2026-09-01T00:00:00.000"
"341931","231516","3","BROOKLYN","87","87","87","DEAN STREET","31830","11201","188","68","3001079","2","2021-08-30T00:00:00.000","2022-09-01T00:00:00.000"
"329293","231726","3","BROOKLYN","1274","1274","1274","DECATUR STREET","32030","11207","3436","18","3079785","4","2025-09-23T00:00:00.000","2026-09-01T00:00:00.000"
"373836","231770","3","BROOKLYN","1347","1347","1347","DECATUR STREET","32030","11237","3431","30","3079593","4","1999-02-02T00:00:00.000","1999-09-30T00:00:00.000"
"812169","232058","3","BROOKLYN","428","428","428","DECATUR STREET","32030","11233","1683","3","3047621","3","2019-11-05T00:00:00.000","2020-11-01T00:00:00.000"
"824402","232268","3","BROOKLYN","625","625","625","DECATUR STREET","32030","11233","1501","47","3040358","3","2024-02-01T00:00:00.000","2024-09-30T00:00:00.000"
"351575","233316","3","BROOKLYN","136","136","136","DIKEMAN STREET","32730","11231","575","38","3008615","6","2025-06-13T00:00:00.000","2026-09-01T00:00:00.000"
"336897","233763","3","BROOKLYN","73","73","73","DIVISION AVENUE","33030","11249","2157","40","3059800","1","2018-10-29T00:00:00.000","2019-09-01T00:00:00.000"
"344178","235586","3","BROOKLYN","1073","1073","1073","EAST 2 STREET","34880","11230","6515","56","3170689","12","1999-01-22T00:00:00.000","1999-09-30T00:00:00.000"
"340926","238755","3","BROOKLYN","221","219","221","EAST 5 STREET","35030","11218","5328","79","3124319","12","2025-08-27T00:00:00.000","2026-09-01T00:00:00.000"
"300858","241261","3","BROOKLYN","2001","2001","2001","EAST 9 STREET","35180","11223","7112","1","3192182","15","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"373975","242277","3","BROOKLYN","415","405","415","STRATFORD ROAD","35280","11218","5154","47","3118631","14","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"331319","243511","3","BROOKLYN","1780","1778","1784","EAST 13 STREET","35380","11229","6795","40","3182872","15","2025-08-04T00:00:00.000","2026-09-01T00:00:00.000"
"377240","246384","3","BROOKLYN","2551","2551","2551","EAST 16 STREET","35530","11235","7437","58","3339647","15","2025-08-07T00:00:00.000","2026-09-01T00:00:00.000"
"824966","246389","3","BROOKLYN","2565","2565","2565","EAST 16 STREET","35530","11235","7437","52","3256888","15","2024-06-06T00:00:00.000","2025-09-01T00:00:00.000"
"304983","247216","3","BROOKLYN","800","788","800","EAST 17 STREET","35580","11230","6690","45","3179043","14","2025-08-20T00:00:00.000","2026-09-01T00:00:00.000"
"811250","249511","3","BROOKLYN","2732","2732","2732","EAST 21 STREET","35730","11235","8776","19","3247059","15","2025-02-12T00:00:00.000","2025-09-01T00:00:00.000"
"305881","249583","3","BROOKLYN","590","590","592","EAST 21 STREET","35730","11226","5206","10","3120254","14","2025-08-30T00:00:00.000","2026-09-01T00:00:00.000"
"311388","250234","3","BROOKLYN","2351","2351","2351","EAST 22 STREET","35780","11229","7405","245","3202257","15","2012-04-20T00:00:00.000","2012-10-01T00:00:00.000"
"818437","277571","3","BROOKLYN","638","638","638","EAST 81 STREET","37515","11236","7985","56","3223652","18","2025-07-17T00:00:00.000","2026-09-01T00:00:00.000"
"360506","283872","3","BROOKLYN","441","441","441","EAST 95 STREET","38030","11212","4692","80","3102668","17","2025-08-05T00:00:00.000","2026-09-01T00:00:00.000"
"332307","287791","3","BROOKLYN","320","320","320","EASTERN PARKWAY","38430","11225","1185","39","3029674","9","2025-08-28T00:00:00.000","2026-09-01T00:00:00.000"
"306244","294130","3","BROOKLYN","690","690","690","FLUSHING AVENUE","41330","11206","1722","26","3048330","3","2025-07-31T00:00:00.000","2026-09-01T00:00:00.000"
"344567","294756","3","BROOKLYN","52","52","52","FT GREENE PLACE","41630","11217","2097","64","3058727","2","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"300126","295763","3","BROOKLYN","367","367","367","FRANKLIN AVENUE","41930","11238","1971","2","3056448","3","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
"323459","295952","3","BROOKLYN","695","695","695","FRANKLIN AVENUE","41930","11238","1231","10","3031109","8","2025-09-05T00:00:00.000","2026-09-01T00:00:00.000"
"315807","295955","3","BROOKLYN","701","701","701","FRANKLIN AVENUE","41930","11238","1231","7","3031107","8","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"852243","297223","3","BROOKLYN","1074","1074","1074","FULTON STREET","42730","11238","2016","15","3057703","3","2012-11-09T00:00:00.000","2013-09-15T00:00:00.000"
"347525","297457","3","BROOKLYN","1468","1468","1468","FULTON STREET","42730","11216","1863","30","3053809","3","2025-08-26T00:00:00.000","2026-09-01T00:00:00.000"
"341907","298403","3","BROOKLYN","666","664","666","FULTON STREET","42730","11217","2114","15","3059272","2","2025-09-16T00:00:00.000","2026-09-01T00:00:00.000"
"313501","302804","3","BROOKLYN","664","664","664","GRAND STREET","45130","11211","2787","22","3069570","1","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"332267","303790","3","BROOKLYN","1165","1165","1165","GREENE AVENUE","45930","11221","3285","76","3075058","4","1995-05-19T00:00:00.000","1995-09-30T00:00:00.000"
"322276","304896","3","BROOKLYN","607","607","607","GREENWOOD AVENUE","46130","11218","5277","53","3122603","7","2025-09-24T00:00:00.000","2026-09-01T00:00:00.000"
"390264","305494","3","BROOKLYN","1109","1109","1109","HALSEY STREET","46730","11207","3403","7502","3078589","4","2022-09-06T00:00:00.000","2023-09-01T00:00:00.000"
"330542","307976","3","BROOKLYN","247","247","247","HARMAN STREET","47330","11237","3278","38","3074791","4","2023-08-01T00:00:00.000","2024-09-30T00:00:00.000"
"322311","308193","3","BROOKLYN","47","47","47","HARRISON AVENUE","47430","11211","2221","8","3060932","1","2023-04-03T00:00:00.000","2023-09-01T00:00:00.000"
"331055","308971","3","BROOKLYN","2764","2764","2764","HARWAY AVENUE","47730","11214","6915","100","3187328","13","2025-08-31T00:00:00.000","2026-09-01T00:00:00.000"
"385930","310226","3","BROOKLYN","2256","2256","2256","HENDRICKSON STREET","48630","11234","8558","7501","3340393","18","2025-10-10T00:00:00.000","2026-09-01T00:00:00.000"
"354139","288048","3","BROOKLYN","860","860","860","EASTERN PARKWAY","38430","11213","1272","34","3033081","9","2025-12-16T00:00:00.000","2026-09-01T00:00:00.000"
"371014","311303","3","BROOKLYN","1350","1350","1350","HERKIMER STREET","49130","11233","1570","16","3042676","16","2014-06-24T00:00:00.000","2015-09-01T00:00:00.000"
"802183","313058","3","BROOKLYN","301","301","301","HINSDALE STREET","50330","11207","3767","6","3084265","5","2025-07-29T00:00:00.000","2026-09-01T00:00:00.000"
"389867","314911","3","BROOKLYN","226","226","242","HUMBOLDT STREET","51530","11206","3027","1","3345008","1","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"364636","315544","3","BROOKLYN","181","181","181","INDIA STREET","51930","11222","2533","44","3064340","1","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"360118","315754","3","BROOKLYN","183","183","183","IRVING AVENUE","52130","11237","3259","2","3074220","4","2025-08-07T00:00:00.000","2026-09-01T00:00:00.000"
"303702","317091","3","BROOKLYN","28","28","38","JEFFERSON AVENUE","53030","11238","1997","20","3057383","3","2025-08-28T00:00:00.000","2026-09-01T00:00:00.000"
"345517","317604","3","BROOKLYN","905","905","905","JEFFERSON AVENUE","53030","11221","1485","65","3039794","3","2025-09-13T00:00:00.000","2026-09-01T00:00:00.000"
"308146","319338","3","BROOKLYN","171","171","171","KENT STREET","54010","11222","2551","57","3064647","1","2025-10-06T00:00:00.000","2026-09-01T00:00:00.000"
"350011","320356","3","BROOKLYN","508","508","508","KINGS HIGHWAY","54050","11223","6681","144","3178573","15","2025-08-08T00:00:00.000","2026-09-01T00:00:00.000"
"374479","322135","3","BROOKLYN","35","35","35","LAFAYETTE AVENUE","54130","11217","2108","18","3059178","2","2025-09-05T00:00:00.000","2026-09-01T00:00:00.000"
"384035","325033","3","BROOKLYN","259","259","267","LEXINGTON AVENUE","55730","11216","1797","65","3338673","3","2025-09-06T00:00:00.000","2026-09-01T00:00:00.000"
"389258","325052","3","BROOKLYN","310","310","310","LEXINGTON AVENUE","55730","11216","1803","27","3322207","3","2025-07-23T00:00:00.000","2026-09-01T00:00:00.000"
"337261","327683","3","BROOKLYN","278","278","278","LINDEN STREET","56330","11237","3335","14","3076312","4","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"821566","327878","3","BROOKLYN","357","357","357","LINWOOD STREET","56430","11208","3971","3","3088362","5","2025-09-06T00:00:00.000","2026-09-01T00:00:00.000"
"360940","327908","3","BROOKLYN","448","448","448","LINWOOD STREET","56430","11208","4002","121","3088945","5","2024-08-16T00:00:00.000","2025-09-01T00:00:00.000"
"387491","330015","3","BROOKLYN","453","453","453","MACON STREET","58030","11233","1665","70","3046460","3","2017-11-03T00:00:00.000","2018-09-01T00:00:00.000"
"812296","330038","3","BROOKLYN","481","481","481","MACON STREET","58030","11233","1665","55","3046445","3","2022-02-11T00:00:00.000","2022-09-01T00:00:00.000"
"330836","333076","3","BROOKLYN","268","268","268","MARION STREET","58930","11233","1519","12","3041224","3","2014-11-24T00:00:00.000","2015-09-01T00:00:00.000"
"352052","334867","3","BROOKLYN","709","709","709","MAC DONOUGH STREET","59530","11233","1497","45","3040168","3","2024-09-13T00:00:00.000","2025-09-01T00:00:00.000"
"822063","335220","3","BROOKLYN","25","25","25","MC GUINNESS BOULEVARD","59640","11222","2682","23","3066846","1","2025-07-22T00:00:00.000","2026-09-01T00:00:00.000"
"340747","338156","3","BROOKLYN","107","107","107","MILTON STREET","61130","11222","2563","82","3064861","1","2025-10-06T00:00:00.000","2026-09-01T00:00:00.000"
"816354","343388","3","BROOKLYN","1064","1064","1064","NEW YORK AVENUE","64830","11203","4903","35","3110110","17","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"313651","344228","3","BROOKLYN","91","91","91","NEWEL STREET","64930","11222","2650","21","3066242","1","2025-07-31T00:00:00.000","2026-09-01T00:00:00.000"
"372512","347131","3","BROOKLYN","34","34","34","OAKLAND PLACE","67230","11226","5127","60","3117740","17","2025-08-04T00:00:00.000","2026-09-01T00:00:00.000"
"315864","349682","3","BROOKLYN","1539","1539","1539","PACIFIC STREET","68930","11213","1204","61","3029935","8","2010-09-24T00:00:00.000","2011-10-01T00:00:00.000"
"212416","62552","2","BRONX","708","708","708","EAST 134 STREET","25680","10454","2562","28","2003726","1","2025-12-01T00:00:00.000","2026-09-01T00:00:00.000"
